502	711	222
506	711	222
511	711	222
515	711	222
520	710	222
524	710	222
529	711	222
533	705	222
538	708	222
543	708	222
547	707	222
551	707	222
556	707	222
561	706	222
566	706	222
571	706	222
576	705	222
580	705	222
585	705	222
590	704	222
596	704	222
601	704	222
606	703	222
612	702	222
615	698	222
615	687	222
613	677	222
613	668	222
613	659	222
612	650	222
612	643	222
611	636	222
611	629	222
611	624	222
610	617	222
610	612	222
610	606	222
610	601	222
609	596	222
609	592	222
609	587	222
608	583	222
608	579	222
608	575	222
608	572	222
607	568	222
607	564	222
607	561	222
606	558	222
607	554	222
606	552	222
606	548	222
606	545	222
606	542	222
606	540	222
606	537	222
602	533	222
604	531	222
604	528	222
604	526	222
604	524	222
604	521	222
603	518	222
603	516	222
603	513	222
603	512	222
603	510	222
603	507	222
603	505	222
602	502	222
602	500	222
602	498	222
602	496	222
602	493	222
602	492	222
602	489	222
601	487	222
601	485	222
601	482	222
601	480	222
600	478	222
601	476	222
600	473	222
600	471	222
600	469	222
600	467	222
600	465	222
600	463	222
599	459	222
599	458	222
599	455	222
500	500	128
601	452	222
500	500	128
500	500	128
763	362	222
758	357	222
761	348	222
761	341	222
760	333	222
760	326	222
759	317	222
759	309	222
758	301	222
758	293	222
757	285	222
756	277	222
746	275	222
734	276	222
723	277	222
713	277	222
704	278	222
694	279	222
676	290	222
668	290	222
662	287	222
661	280	222
651	283	222
646	280	222
639	281	222
632	281	222
625	282	222
619	282	222
612	283	222
606	283	222
599	284	222
594	284	222
587	285	222
583	284	222
577	284	222
572	285	222
566	285	222
561	285	222
556	285	222
551	285	222
546	285	222
541	285	222
536	286	222
531	286	222
527	286	222
522	286	222
518	287	222
513	287	222
508	285	222
500	500	128
496	93	222
500	500	128
488	104	222
500	500	128
500	500	128
500	500	128
500	500	128
500	500	128
500	500	128
500	500	128
500	500	128
500	500	128
500	500	128
500	500	128
500	500	128
280	-149	222
500	500	128
419	293	222
414	293	222
408	293	222
404	294	222
398	294	222
393	294	222
388	294	222
382	295	222
376	295	222
370	295	222
364	296	222
358	296	222
351	296	222
345	297	222
334	292	222
338	306	222
338	314	222
339	323	222
339	331	222
340	339	222
340	347	222
341	354	222
342	361	222
342	368	222
343	374	222
335	374	222
342	385	222
343	391	222
343	396	222
343	401	222
344	406	222
344	411	222
344	416	222
344	420	222
345	425	222
345	429	222
345	433	222
345	438	222
346	442	222
346	445	222
346	449	222
346	453	222
346	457	222
347	461	222
500	500	128
348	468	222
348	472	222
349	475	222
349	478	222
349	482	222
350	485	222
349	488	222
350	491	222
350	495	222
350	498	222
350	502	222
350	505	222
351	508	222
351	511	222
351	514	222
351	518	222
352	521	222
352	524	222
352	527	222
352	530	222
353	534	222
353	537	222
353	541	222
353	544	222
500	500	128
354	551	222
354	554	222
354	557	222
354	561	222
354	564	222
355	568	222
355	571	222
356	575	222
356	579	222
356	583	222
356	587	222
357	591	222
357	596	222
357	599	222
357	604	222
358	608	222
358	613	222
359	618	222
359	622	222
359	628	222
500	500	128
500	500	128
500	500	128
500	500	128
500	500	128
216	819	222
222	825	222
500	500	128
500	500	128
500	500	128
265	831	222
274	833	222
288	828	222
370	715	222
377	714	222
383	713	222
391	713	222
396	712	222
402	712	222
408	712	222
413	711	222
419	711	222
424	710	222
430	710	222
435	710	222
440	709	222
445	709	222
452	704	222
455	708	222
460	708	222
465	708	222
469	708	222
474	713	222
478	712	222
483	712	222
488	712	222
492	712	222
497	711	222
