160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
151	146	222
150	146	222
150	146	222
149	146	222
148	145	222
148	145	222
147	145	222
146	145	222
146	144	222
160	160	128
145	144	222
160	160	128
135	136	222
134	136	222
160	160	128
160	160	128
139	143	222
138	143	222
137	143	222
160	160	128
137	144	222
160	160	128
141	148	222
142	149	222
142	150	222
142	150	222
141	150	222
141	150	222
138	149	222
137	150	222
137	150	222
137	151	222
136	151	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
147	158	222
151	158	222
160	160	128
151	159	222
160	160	128
160	160	128
160	160	128
160	160	128
151	159	222
160	160	128
160	160	128
160	160	128
160	160	128
118	162	222
118	163	222
118	164	222
117	165	222
117	166	222
115	167	222
116	167	222
116	168	222
115	169	222
114	171	222
160	160	128
160	160	128
71	186	222
71	188	222
70	190	222
142	167	222
142	167	222
143	167	222
143	167	222
144	168	222
144	168	222
160	160	128
143	169	222
160	160	128
160	160	128
120	185	222
121	185	222
122	185	222
160	160	128
160	160	128
124	187	222
125	188	222
151	167	222
152	168	222
152	168	222
152	168	222
152	168	222
152	168	222
152	168	222
153	169	222
160	160	128
153	169	222
160	160	128
153	169	222
160	160	128
153	169	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
144	190	222
160	160	128
160	160	128
119	247	222
122	246	222
123	249	222
160	160	128
160	160	128
131	243	222
160	160	128
160	160	128
156	176	222
160	160	128
157	171	222
160	160	128
160	160	128
160	160	128
147	247	222
148	254	222
158	185	222
160	160	128
158	185	222
160	160	128
160	160	128
