160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
175	315	222
160	160	128
160	160	128
175	250	222
160	160	128
177	250	222
160	160	128
160	160	128
160	160	128
160	160	128
185	238	222
160	160	128
187	239	222
184	227	222
186	226	222
189	231	222
191	232	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
175	183	222
175	182	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
206	175	222
160	160	128
207	174	222
207	173	222
208	172	222
209	171	222
211	171	222
220	170	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
189	161	222
189	161	222
189	160	222
189	159	222
189	159	222
160	160	128
197	157	222
197	157	222
195	156	222
193	155	222
160	160	128
193	154	222
160	160	128
193	153	222
193	152	222
194	151	222
194	150	222
193	150	222
193	149	222
194	148	222
194	147	222
160	160	128
160	160	128
194	145	222
193	144	222
193	143	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
180	134	222
160	160	128
160	160	128
179	132	222
160	160	128
160	160	128
160	160	128
177	130	222
176	129	222
176	129	222
175	129	222
179	118	222
160	160	128
178	119	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
152	146	222
151	146	222
151	147	222
151	147	222
150	147	222
150	147	222
149	146	222
149	146	222
148	146	222
147	145	222
147	145	222
146	145	222
145	145	222
160	160	128
160	160	128
160	160	128
160	160	128
142	144	222
141	144	222
160	160	128
160	160	128
137	143	222
136	143	222
160	160	128
115	131	222
160	160	128
121	136	222
120	137	222
119	137	222
118	138	222
119	139	222
118	140	222
116	140	222
116	141	222
115	142	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
147	158	222
160	160	128
147	158	222
151	159	222
160	160	128
160	160	128
151	159	222
160	160	128
151	159	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
102	163	222
160	160	128
105	164	222
106	165	222
106	167	222
107	167	222
108	168	222
108	170	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
142	167	222
143	167	222
143	167	222
143	167	222
144	168	222
144	168	222
143	169	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
152	167	222
152	167	222
152	167	222
152	168	222
152	168	222
153	168	222
153	168	222
153	168	222
160	160	128
153	168	222
160	160	128
153	168	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
144	188	222
145	187	222
143	191	222
160	160	128
119	247	222
160	160	128
121	249	222
121	253	222
124	252	222
129	242	222
130	247	222
132	246	222
160	160	128
156	173	222
152	191	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
157	184	222
158	185	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
180	338	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
175	182	222
160	160	128
175	182	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
219	184	222
219	183	222
220	182	222
160	160	128
214	177	222
160	160	128
160	160	128
213	173	222
214	172	222
214	171	222
215	170	222
216	169	222
219	169	222
221	168	222
160	160	128
188	162	222
187	161	222
187	160	222
187	160	222
188	159	222
160	160	128
194	158	222
194	157	222
192	157	222
192	156	222
160	160	128
160	160	128
160	160	128
160	160	128
191	153	222
192	152	222
192	152	222
192	151	222
192	150	222
193	149	222
193	148	222
195	147	222
195	146	222
194	146	222
193	145	222
193	144	222
193	144	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
171	149	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
180	134	222
160	160	128
178	134	222
160	160	128
160	160	128
160	160	128
160	160	128
177	130	222
176	129	222
176	129	222
160	160	128
160	160	128
179	117	222
179	114	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
173	112	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
